親字	同	简化字	类推简化字	讹字	通
蒷					
蒸	䒱𦲶𩟘				
蒹					
蒺					
蒻					
蒼	𦭆𦾝	苍			
蒽					
蒾					
蒿					
蓀	䕖𦳪𦺈𧂍𧆙	荪			
蓁					
蓂					
蓃					
蓄	稸𧁃				
蓅					
蓆					
蓇					
蓈					
蓉					
蓊	𩮬				
蓋	盖葢𤇁󰗧			𤇙	
蓌	䟶				
蓍	𦮂				
蓎					
蓏	𠆁𦽝				
蓐	𱾤				
蓑	簑衰𠱗𡔤				
蓒					
蓓					
蓔					
蓕	茥				
蓖	萞𦶃				
蓘	蔉				
蓢					
蓧	莜𠥑𥁮𦺰		𦰏		
蓨					
蓩					
蓪					
蓫					
蓬	莑				
蓮	苓	莲			
蓯		苁			
蓰					
蓱	𦶊				
蓲			𰰤		
蓴					
蓵					
蓶					
蓷					
蓸	𧅝				
蓹					
蓺					
蓻					
蓼	𦾷				
蓽	𦸩	荜			
蓿	𦼑				
蔀	𩅇				
蔁					
蔂	蘲𥸕				
蔃					
蔄					
蔇					
蔈	𧄖				
蔊	䓍𦸋				
蔌					
蔍					
蔎			𰰺		
蔏					
蔑	薎𦸑𦹋				
蔓	𦽦				
蔔		卜			
蔕	𦽢				
蔖	𦷔				
蔗	𤯈𤯋𧀹𰢩󰤲				
蔘	𦼒		󵟕		
蔙					
蔚	𦵥				
蔛					
蔜	𦽠				
蔝					
蔞		蒌			
蔟				𦺀	
蔠			𰱛		
蔡	𣞖𰙆				
蔢					
蔣		蒋			
蔤	穪苾藌𥞻𥢭𦰷𦾖𪐆			𥟬𥡎	
蔦	樢	茑			
蔧					
蔨					
蔩					
蔪	𧀵		𰱑		
蔫	𣩙				
蔬					
蔭	䅧阥𤽎𦺼𨻔	荫			陰
蔮			𬜿		
蔯			𫈟		
蔰					
蔱			𰰵		
蔵					
蔸					
蔻	𦸅𦽛				
蔽	𢅷𦷥𦽗𦿔			𦲲	
蔾					
蕀	𧀃				
蕁	𧂇	荨			
蕂					
蕃	番𤳛				
蕄					
蕆		蒇			
蕇					
蕈	𧅸				
蕉					
蕊	蕋				
蕍					
蕎	𪍷	荞	𱋑		
蕑	䔵		𰱇		
蕒		荬			
蕓		芸			
蕔					
蕕	𦵵𦽈	莸			
蕖					
蕗					
蕘		荛			
蕙					
蕛	䅠穉𧀾				
蕜					
蕝	蕞		𫈵		
蕞	𦸤				
蕟					
蕠					
蕡	𦶁		𰱟		
蕢	䕚臾𧂟𧸋𰷌	蒉		𧷩	
蕣	橓𧂌				
蕤	苼𪌞				
蕥					
蕦					
蕧			𰱦		
蕨					
蕩	蘯𠎯𣻍𣿘	荡			
蕪	橆	芜			廡
蕫					
蕬					
蕭	䔥	萧			
蕮					
蕰					温
蕶					
蕷		蓣			
蕸					
蕹					
蕺					
蕻	𦮎				
蕼	𧀳				
蕽					
蕾					
薁	󰪷			𦼣	
薂					
薃					
薄	𦻈				
薅	䒵茠𢫩𢬺𢴅𣐾𦵢𦼸				
薆			𫉁		
薇	𦵨				
薈		荟			
薉	𢧹		𬜨		
薊		蓟			
薋			𰱱		
薌		芗			
薍	𦯠𦽞𩉯				
薏	𡮕𦺳				
薐					
薑	䕬𦷗𧅁	姜			
薒					
薓	葠			𧄢	
薔		蔷			
薕					
薖	簻		𰰾		
薘			荙		
薙					
薚	𧀫				
薛	𦵮𧀼				
薜	蘗				
薝					
薞	𦻂				
薟			莶		
薠			𮐚		
薡					
薢					
薣					
薤	𣩶𧂊𩐉				
薥					
薦	侟𠭶𥤆𧂑𧲛	荐		𧄟	
薧	𣨻𧂎				
薨	𣩾				
薩		萨		蕯	
薪					
薯	蠴				
薰	蘍				
薱			𰰱		
薳					
薴	𦺝				
薵	𦺚		䓓		
薶					
薷					
薸	䕯				
薹					
薺	萕	荠			
薼					
薽					
薾					
薿	𥣖				
藀	𦳖				
藁					
藂					
藃	穘				
藄	𦸀𦻆				
藅					
藆	𧃕				
藇	𨣦𨣬		𰰠		
藈	𤬉				
藉	耤蒩𧃫	借			
藊	豍				
藋	𧅈𧅛				
藍	𦾐	蓝			
藎	𦳒𦾗𧃤	荩			
藏	匨蔵𡍱𢧿𤖋𨤃󰖣󰧚				
藐	𦯦𧂀				
藑	𧁰			𧃜	
藒					
藔					
藕	㒖澫蕅𦸲				
藖			𬜾		
藗					
藘			𰱮		
藙	𧄘𧅙𧆈				
藚			𰱐		
藛					
藜					
藝	㙯秇𡎐𥡩	艺			
藞					
藟	蕌				
藠					
藢					
藣	𧀛𧄾		𰱯	𥷾	
藤	䕨				
藥	𣛙	药			
藦					
藧					
藨	苞𦳤				
藩					
藪	棷蓃𡾄	薮			
藫					
藬					
藭	𧅉𧅓	䓖			
藯					
藰			𰰹		
藱					
藴		蕴			菀温宛苑
藶		苈			
藷	䅷				
藸	蕏				
藹	譪	蔼			
藺		蔺			
藻	薻𧀉𧃡𧅂				
藾	䓶		𰱾		
藿	𧆑				
蘀	𦴕𦿙	萚			
蘁					
蘂	蘃				
蘄	䕤	蕲	𫟕		
蘅					
蘆	芦				
蘇	䲆穌鯂󵎷	稣苏		𩹠	
蘈					
蘉					
蘋	薲	苹	𬝯𬞟		
蘌					
蘑	𧀋				
蘖	㮆枿𣖂𣡌				
蘗					
蘘					
蘙					
蘚		藓			
蘛					
蘜	蓻				
蘞	蘝	蔹			
蘟					
蘠					
蘡			𮐨		
蘢		茏			
蘣					
蘥	𦿈				
蘦					
蘧	遽𠙢				
蘩	𦾴				
蘪	𧃧				
蘫					
蘬	𦺕		𰰮		
蘭		兰			
蘮					
蘱			𰲒		
蘳					
蘴					
蘵	𦺿𧄕		𰱲		
蘶					
蘸					
蘹			𬜸		
蘺			蓠		
蘻					
蘼					
蘽	櫐𣡺𰣟				
蘾					
蘿		萝			
虂					
虃					
虆	蘲𡏱𥸕𦶖			𥛧	
虇					
虈	䖀		𰲖		
虋	𧄸𧅾				
虍	𧇁				
虎	乕俿𢁺𢋪𧆞𧆢𧆮𧇂𪊖𪋕			虝	
虐	䖈䖋䨋𣑅𥤫𧆝𧆧𧆩𧆱𩁿				
虑					
虒	𰲚𰲝				
虓	𧆬				
虔	𠧘𠧾𡨊				
處	䖏処𠁅𠙚𧇤𩂜𩂫󰦝	处			
虖	𧆪				
虘					
虙	󰖮				
虚	虗虛𠧝𠧰𣦄𧟬󰛬				
虜	𱁘	虏			
虞	𠈌𡑾𫊣			𤯂	吴
號	号虠諕譹𠳯𤀃𨂑𨂜		𬤫		唬
虠					
虡	鐻𣚛𣝛𥲤𧆾𧇆𧇽𨮗𨯼				
虢	郭𣂭			𧇧	
虣	𧇑𧇒𧇭				
虤					
虥					
虦			𰲠		
虧	𡓰𧇾𧟯	亏			
虨	𧇃𧈇𨞹𩆱				
虩					
虪	𧇐				
虫	𧈰			䖝	
虬					
虭					
虮					
虯	𪓓𪓔				
虰					
虳					
虴	䖳𧎩				
虵					
虶					
虷					
虸					
虹	𧈫𧈬𧌫𧍺󰕱				
虺	螝𩗝				
虻					
虼					
蚄					
蚅	𧉵				
蚆	𧴩𧵅				
蚇					
蚈					
蚊	䘇蚉螡蟁𧉬𧊈𧏎𧓹𧖁𥗧				
蚋					
蚌	䖫硥蚄蛖蜯𧉳𧎞𩷙				
蚍	𧔆𧔯𧔻𧖈𧖎𧖕				
蚎	𧉦𧑅				
蚏	𧉦𧑅				
蚐					
蚑					
蚒					
蚓	𧍢𧓒				
蚔	𧉜𧎪𧓑𧵄				
蚕				𧍦	
蚖				𧈮	
蚗				𧊍	
蚘					
蚙					
蚚					
蚛					
蚜					
蚝					
蚞				𧉱	
蚟					
蚠					
蚢					
蚣					
蚤	䖣䗢𠙬𧈠𧈹𧎮				
蚥					
蚧	𧎁				
蚨					
蚩	㰞𧈨𧉌			蚩	
蚪	𧌟𧐝𧐵				
蚭					
蚯					
蚰					
蚱	𧉹				
蚲					
蚳	𧋗𧏁𧐏𨑉			𧏔	
蚴					
蚵					
蚶	魽𩼉				
蚷					
蚸					
蚹	𧊆				
蚺	蚦𧊨				
蚻				𧊢	
蚼	𧊛				
蚽					
蚾					
蚿					
蛀	𧉶𧏼				
蛁					
蛂					
蛃					
蛄					
蛅					
蛆	䏣𦚭𧏏𧐅				
蛇	虵𢕷𤜣𥝀𧉮				
蛈					
蛉					
蛋					
蛌					
蛐					
蛑					
蛒					
蛓	䗹螅𧉠𧍤𧏀				
蛔	痐蚘蛕𧍚				
蛕					
蛖				𧊑	
蛗	𧌓𧌛				
蛘	𧒃𧓲				
蛙	䖯𡔩𡔻𪓤				
蛚	𧊿𧍼				
蛛					
蛜	𧊰				
蛝					
蛞					
蛟					
蛡					
蛢					
蛣					
蛤	𧊧				
蛥					
蛦					
蛧					
蛨					
蛩	蛬𧉨𧊡𧊮𧋯𧋳𧌪𧎦𧏒				
蛪					
蛫					
蛭	𧓳			𧌼	
蛵			𰲶		
蛶					
蛷	求𧋛𧒔				
蛸					
蛹	𧍛				
蛺		蛱			
蛼			𰲬		
蛾	䖸𢨡				
蜀	𦉶				
蜁					
蜂	䗦䗬蚌𧊩𧒒𧓶				
蜃	蜄𧒏𪓧				
蜄					
蜅					
蜆	䗾咞𧖙	蚬			
蜇	𧑭𧑱				
蜈					
蜉	𧕰				
蜊	䖽䖿				
蜋					
蜌					
蜍					
蜎	蝝				
蜏					
蜐					
蜑	䗺蜒				
蜒					
蜓	𧉰				
蜔					
蜕					
蜘	󰦇󰦅󰦆				
蜙					
蜚	𧍃𧓊𧕒𧕿				
蜛					
蜜	𠖪𥧧𦆥𦸞𧉴𧒧𧓫𧖅			𠖧	
蜞	蜝				
蜟					
蜠	𧶞				
蜡					
蜢					
蜣	𧏙				
蜤					
蜥	𧌥𧌨𧎀				
蜦			𰲰		
蜧					
蜨	𧍁𧕊				
蜩	𧊓				
蜪					
蜬	蚶				
蜭	蛿𧌤				
蜮	蟈𧌒				
蜰					
蜱					
蜲					
蜳	𧔫				
蜴	𧊤				
蜵			𬠔		
蜶					
蜷					
蜸			𰲮		
蜹					
蜺	蛪				
蜻					
蜼	猚𧳫				
蜽			𮔊		
蜾	𧒘𧓞𧓠			𧔽	
蜿	䖤䗕				
蝀			𬟽		
蝁			𰲸		
蝂					
蝃					
蝄					
蝌					
蝍	𮔕				
蝎	蠍𥗧𧒤𧓂𧓃𧔄𧕔𧖁				
蝏					
蝐					
蝑	𧌊𧌋𧌖				
蝒	蠠𧉄𧍹𧏈			𧉋𧒪	
蝓	𧊠				
蝔					
蝕	𤸐𤸤𧐂	蚀			
蝖					
蝗	𧕸				
蝘	𧓱𧔦			𧒛	
蝙					
蝚					
蝛					
蝜			𮔅		
蝝					
蝞					
蝠					
蝡	𧔀				
蝢					
蝣	𧌕				
蝤					
蝥	𧎻𧐙				
蝦	虲螧𧎂	虾			
蝧					
蝨	虱𠤋𧋜𧌡𧒗𧒢				
蝩	𧑆				
蝪					
蝫					
蝬					
蝭					
蝮	𧐛				
蝯					
蝰					
蝱	䖟䗈𧌦𧕕𰳐				
蝲	𢔯𱿴				
蝳					
蝴					
蝶	𧋝𧋞				
蝷					
蝸		蜗		焻	
蝹					
蝺					
蝻					
螂					
螃					
螄	𧏍	蛳			
螅					
螆					
螇	𧋉𧕉				
螈	䖠				
螉					
螊	𧍧				
螋					
螌					
融	螎隔𥃼𧖓				
螏					
螐					
螑					
螒					
螓					
螔	𧌭𧏕				
螕	𧓎				
螖					
螗	𧒩				
螚	䘅				
螛					
螜	𧐜				
螝	𧊫𧏩𰳒				
螞		蚂			
螟	𧔲				
螠					
螢	𧓌	萤			
螣	𦢅𧑞𧑥𧔟𧔶𧖍				
螪					
螫	𧋒𧏅𧐭			𦮰	赫
螬	𧕐𧖤				
螭	彲𡖟				
螮			䗖		
螯	𧏌𧒥𨄨𨅚𩪋𩪕𩪨				
螰					
螱	𧐇𧕈				
螲					
螳					
螴			𰳄		
螵					
螶					
螷	蚌蠯𢋜𤼜				
螸	𧐄				
螹	𧐮		𰳂		
螺	蝸蠃𧷳				
螻	蝼𢉀				漏
螼					
螽	𧍸𧑄𧑬𧒟𧕠				
螾	𧓒				
螿	𧌜				
蟀					
蟂	䳋		𫋇		
蟃					
蟄	𧒦	蛰			
蟅	䖨𧐚				
蟆	䗫󰧈				
蟇					
蟈	蜮	蝈			
蟉					
蟊	䖥侔𧎻𧐘𧕑				
蟋					
蟍					
蟎	󰧅	螨			
蟑					
蟒	蠎𧎔𧏉				
蟓					
蟔					
蟕					
蟖					
蟗	蝵				
蟘	螣𧈩𧈺𧎢𧎬𧏪𧑰𧖍		𫋌		
蟙			𧊄		
蟚					
蟛					
蟜			𫊸		
蟝					
蟞					
蟟	蟧				
蟠	𧑪𧓙				
蟡	蟡		𰲲		
蟢					
蟣	虮蟻𧎶		𰲹		
蟤					
蟥	𧓛				
蟦			𰳊		
蟧			𮔚		
蟨	蟩				
蟪					
蟫	𧖋				
蟬	蟺	蝉			
蟭	𧖝				
蟮					
蟯	𧑣	蛲			
蟱	𧓼		𰲫		
蟲	虫				
蟳			𫊻		
蟴					
蟶		蛏			
蟷	𧒾		𬠅		
蟹	䲒蠏𩼠				
蟺					
蟻	螘𧍽𧑢𧔮𧕶	蚁		𡎕	
蟼					
蟽					
蟾					
蟿	𧒼				
蠀	䖪		𧏗		
蠁	䖮				
蠂					
蠃	蝸蠡𧕳				
蠄					
蠅	蝇𡢘		𰌉		
蠆	䘍𧍣𧓵𧓽𧔱	虿			
蠇	𧖄				
蠉	𧔘				
蠊					
蠋					
蠌			𰲵		
蠐	𧓉𧖊	蛴			
蠑		蝾			
蠓					
蠔					
蠕	𧏦𧑮𧔇				
蠖					
蠗					
蠘					
蠚	𧊝𧍗𧍷				
蠛					
蠜					
蠞	䗻		𮔂		
蠟	䗶	蜡			
蠠					
蠡	䗍蟸𢍝𥯵𧋠				
蠢	𡥑𢧋𢧔𢧨𢧬𢧭𢧸𢨎𢨢𢨣𧅪𧓟𧕷𧕹𰒫󰳥				春
蠣	𧖄	砺蛎			
蠥	𧒣				
蠦			𫊮		
蠨	蟰	蟏			
蠩	鯺				
蠪			𰲴		
蠬					
蠭	蚌𧋴𧒒				
蠮	𧐷				
蠰	𧐀𧖗				
蠱	蛊󰥸				
蠲	𧔈				
蠳			𰳗		
蠵	𧓬𧓾𩺫𩽌𩽨				
蠶	䗝䗞䘉蚕蝅蠺𧉏𧌩𧑯𧕽				
蠷					
蠸					
蠹	螙蠧𡕎𥑟𥗤𧋌𧓜𧖌󰙨				
蠻	蛮𧖖				
蠼					
蠽	䘁𧓷𧕾				
蠾	𧑏				
蠿	𧖀				
血	𮕜				
衁	𧖭				
衃	𧖯				
衄	䏔䘐䶊衂𧖩𧖷𧗗󰨛			𪖔	
衆	㐺乑眾𠍸𠱧𡿻𥅫󰨝󰧉	众		𠱦	
衈	𥙟				
衉					
衊		蔑			
衋	𧗙𧗚				
行	𧗞𧗟󰗷󰕐				
衍					
衎				𧗡	
衏	𧘅				
衑					
衒	䝮眩𧗳				
術	𧗱	术			
衕	㣚				
衖	𢕁				
街	𲃱				
衙					
衚					
衝	𢖜𤈭𧘂	冲			
衞	䘙衛𩤸	卫	𩨅		
衠					
衡	𠧲𠧽𠧿𡘻𡙉𡙏𡧦𢔖𢖍𧗣𨏎				
衢	𧗪𧘆				
衣					
衦					
衧	𧘎𧘘𧘚󰨻				
表	𧘝𧘦𧘰𧜫𧞧𧞱𪊘𪊬				
衩	紁			𥘓	
衪	𧛖				
衫	𧛄𧟖				
衭	㠸䊿				
衮	䙛卷袞𢃩𧙰𧚹𧟏𧟗				裷
衯	𧘠				
衰	䙑𠆂𠆚𠌺𠱗𣩖				
衱					
衲					
衳	䘴䙂𧛤𧜢				
衴	𧙇				
衵					
衶					
衷					
衸	祄𧘷				
衹		只			
衻	袡𥾢𥿛				
衼					
衽	袵𢂧𧙨				
衾	𧘭𧙐				
衿					
袀					
袁	𡊮𡋡				
袂					
袃					
袈	𧛣				
袉	袘				
袊					
袋	帒				
袌	袍				
袍	袌				
袎	幼𥿌				
袏					
袐					
袑					
袒	襢				
袓					
袔					
袕					
袖	褏𠍡𧙏				
袗	𤚾				振
袘					
袚	襏𧘟𧙂𧙄			䘠	
袛	󰨽				
袜	𤿗𥀯				
袝					
袟					
袠	𧙍			𢊭	
袢					
袣	絏𧙟				
袤	𧝺𧞉				
袥	𧘐				
袦					
袧	𧘤𧙎𧛩				
袨					
袩					
袪					
被					
袱					
袲					
袳	袲𧚤𧛅𧛧			𧘾	
袴					
袶					
袷	裌			𧝯	
袸					
袹	帞貊				
袺					
袻					
袼					
袽	䘫				
袾	𧘣				
袿					
裀	𧙊𧛑				
裁	𧚝𧚶				
裂	𧙩𧙷𧚲𧛵				栗
裉					
裊	䙚	袅			
裋					
裌	󰩾󰩽		𬡒		
裍					
裎					
裏	裡𫟚	里			
裐					
裑					
裒	襃𦥑				
裓	𧛠			𧚑	
裔	𠆘𧘉𧘊𧘯𧚞𧛲𧜟󰩼				
裕	䘱				
裖					
裗	裗				
裘	𣰐𧚍				
裙	帬裠𢂽𢃆𧛬				
裚					
裛	𲀲				
補	䋠𢒏𢼹	补			
裝	装𧙜𧚌󰡖			𧚒	
裞					
裟					
裧					
裨	禆陴𥚈				
裪					
裫					
裬					
裮	𢃑				
裯					
裰					
裱					
裲			𮖁		
裳					
裴	裵				
裶					
裷	𧙯				
裸	㒩倮儽躶𦣔𧝹			𡑤𢥾	果
裹	䙨綶褁𢃦𦆪𮖐				
裺					
裻	𧚛𧝴				
裼					
製	𧚳	制		𠛯	
裾					
裿	󰩷				
褂	袿				
褃					
褆					
複	𧜰𧟞	复			
褈					
褉					
褊	惼				
褋	𧚦𧝵				
褍	𧞖				
褎					
褐	𣯇𧝶𧝽󰩶				
褑	褤				
褔					
褕	㡏				
褖					税
褗	󰳴				
褘			袆		
褙	䋳				
褚	𦅷𧝙𦇃		𬙅	禇	
褞					
褟					
褠	𧛥				
褡	𧝡				
褢	𧙪𧞷				
褣					
褥	𣯋				
褦					
褧					
褨					
褩					
褪					
褫	裭𧚜󰩂				
褬					
褭	䮍𠌵𮕹		𬡇		
褮					
褯					
褰	䙭𧛓𧝱𧞼				
褱					
褲		裤			
褳		裢			
褶	𢄭			𧚻	
褷	𧚺				
褸	褛				
褹	袂				
褺	䙝𧜼𧝚				
褻	暬󰪺	亵		𣊓	
褼	𮖽				
褽	𧛽				
褾	𢅚𥘤𧘡𧝼𧟈			𥛦	
褿	㡟𧟔󰚯				
襀	𧝭		𫌀		
襁	𦇤𧚴𧝿𧟂				
襂	幓		𰴂㡎		
襃	裒裦褒闁𧚱𧛙𧜪𧜯𧝾				
襄	㐮勷𠆝𡣿𧞂𧞜𧞻󰨼				
襈	𧛴				
襉	襇𧟉	裥			
襊	𧜮				
襋	𧛘				
襌			褝		
襎					
襏			袯		
襐	𢄵𧝌𧞦				
襑					
襒	𧝬				
襓			𫋹		
襖	袄				
襗			𫋷		
襘			𫋻		
襙					
襚	𧞸𧸙				
襛	𧜆𧟒		𰳺		
襜	襝𧞟				
襝	󰩹	裣			
襞					
襟	𧛛				
襠		裆			
襡	䙱襩𧜭𧟅𧟎				
襢					
襣					
襤	繿𧟋󰫸	褴	䍀		
襦	𧝄				
襧					
襪	袜𥿉				
襫	𧞲				
襬	𧟍󰪂	摆			
襭			𮖱		
襮	𦆿𧟊				
襯		衬			
襰			𧝝		
襱	𧙥		𰳲		
襲	㦻𥫄𧟛𧟟	袭			
襳					
襴	幱襽𢆄		襕𰏟		
襵	󰪃		𫌇		
襶					
襸					
襹			𰳼		
襺	𧟐			𧟚	
襻	䙪袢鑻𧘋𧘒𧘙𧘬𧘵				
襼	𬡵		𰳵	𣡊	
襾					
西	㢴𠧜𠧧				
要	𡕯𡕹𡢗𦥼				
覂	䟪				
覃	𧟩𧟹𪉙𪉞𪉫𪉲𪉷󰰘				
覅	𡠍𧟰				
覆	䨱				
覈	𩅓𩅢				
見		见			
覎	𧠐	觃			
規	䂓槼𧠹𩑬󰭋	规			
覑					
覒	𧠑				
覓	覔𥦀𧠘𧠙𧠨	觅			
覕			𰴕		
視	𤋇𥄙𥄚𥅔𥅭	视			
覗	𥄶		𬢊		
覘	䀡䦓佔	觇			沾
覛	𧡒𧵬		𫌪		
覜			𬢋		
覝	𧡅𧡠			䙺	
覞	𧡷𧡾				
覟					
覠					
覡	擊	觋			
覢					
覣					
覤			𬟪		
覥	𧡝				
覦		觎			
覨					
覩			𬢎		
親	亲儭媇寴𡩁𡪔𢈥𢾉𧠍𧠸𧡘𧡿				
覫					
覬	󰭑	觊			
覭			𬢒		
覯		觏			
覰	䁦覻𡳆𧠢		𰴜𰴞		
覱					
覲	𧢚𩌶	觐			
覴					
覵					
覶	𧡓		𰴝		
覷		觑			
覸			𰴘		
覹	矀𧢒𧢓				
覺	斍覐覚𡕚𧠭𧠷	觉			梏
覼	𧡓𰴒󰭓		𫌨		
覽	覧󰭊	览			
覾					
覿	儥𧠫眰	觌			
觀	覌観𥍄𥍅𥍊𥍕𥷯𥸑𧢪𩁰𮗚𰴔	观			
角	觮龣𧢲𪛓				觳
觓	𤙠𧢳𧤝				
觔	𧣊				
觕					
觖					
觗					
觘					
觚	𧣗𨠋				
觛					
觜	㭰唃𠾋𠿘𡁫				
觝	𧣎𧣓𧣜𧤲𧤶				
觟	鮭				
觠	𩓫				
觡					
觢	㸷挈𤙲𧣯󰢕				
解	觧𦴘				鳩
觤	䍯			𧣂	
觥	觵			𧣥	
觨					
觩	𧢳				
觫					
觬					
觭					
觰	𧤌𧤺				
觱	𤁭𤅳𧤅𧥀				
觲	觪𧤱			𧤻	
觳					
觴	𣝻𤔰󰢿	觞		𧥉	
觶	𦨟𧣄𧣨				
觷	𧣔		𰴣		
觸	觕触𡝈𡟌𧢶𧢻𧣈𧤝𧥘				
觺					
觻	𧤜		𰴢		
觿	觹觽𧣽𧤢𧤤𧤪𧥁𧥅𧥏				
言	𢍗𢍬𧩁				
訂		订			
訃		讣			
訄	𧥠				
訅					
訆			𰵊		
訇	𠣭𧥻				
計	𧨻	计			
訉	𧥬			𧥭	
訊	䛜訙𠱖𡀚𧨼𧪄	讯		𠳱	
訋					
訌		讧			
訍					
討	䚯	讨			
訏	𧥦		𬣙		
訐		讦			
訑	𧦩		𫍙		
訒	𠯄𧮠		讱		
訓	𡿼𧥥𫹱	训			
訔	㝘				
訕	䚲𧧚𧧪󰮈	讪			
訖	𧥷	讫			愾
託	𨒙				
記		记			
訛	䚰譌𫜸	讹	𰵑		
訜					
訝		讶			
訞	𧨶		𫍚		
訟	㕬䛦吅𧧡	讼			
訢	𣃎	䜣			
訣	𧦾	诀			
訤					
訥	㕯呐𧨣	讷			
訦			𰵒		
訩	㕳哅𧦙㕼	讻			
訪	𧪃	访			
訬	吵		𰵏		
設		设			
訮	𧥪𧦐			𧦼	
訯					
訰	𧥫𧦏		𰵍		
許		许			
訴	𧦓𧦡𧩔𧩯𧪜𧫋	诉			
訵	呬				
訶	㱒𧪆	诃			苛
訷					
訹	𧧐		𰵓		鉥怵
診	覙𧠝𧦜𧦽𧧂𧭉󰭌	诊			
註			𬣣		
証					
訾	訿𢋀𤺒𧩢𧬟				
詀	䛸譧		𧮪		
詁	謙	诂			
詂	𧨽				
詃			𬣤		
詄	𧧲		𰵙		
詅			𰵚		
詆	呧𧥮𧦒𧦚𧦺	诋			
詇			𰵗		
詈	𧧧𧩥				
詉	𧦨𧪅		𰵠		
詊					
詌			𬣠		
詍	䛖𧥨		𰵔		
詎		讵		𠏛	渠
詏					
詐		诈			
詑	訑誃𧦧𧦭䛂		𫍡𰵥		
詒	𧦫	诒			
詓			𫍜		
詔		诏			
評		评			
詖	𧫸		诐		
詗	𧨝	诇	𰵪		
詘	誳𧬲	诎	𫍮		
詙					
詚					
詛	謯𧇘	诅			
詜					
詝			𬣞		
詞	䛐𧥝	词			
詠	咏		𰵞	𠰿	
詡	𧩘	诩			
詢	咰𧩛𧪂𧪱	询			
詣		诣			
詤	𧧮𧨆				
詥			𰵣		
試		试			
詨	呼嘮誟謞謼		𰵦		
詩	𧥳	诗			
詫	𧩫	诧			
詬	訽	诟	𰵛		㖃
詭	謉譌	诡	𰵑		
詮		诠			
詯	䛛𧩤				
詰		诘			
話	䛡咶舙諙𦧚𦧵𧨥	话		𧔗	
該		该			
詳	𧨢	详			
詴			𬣩		
詵			诜		
詶	𠾉		𬣱		
詷			𫍣		
詹				𦧕	
詺			𬣮		
詻			𰵤		
詼		诙			
詾	㕳𧧗				
詿	𧫉𧬮𧭑𧭬	诖			
誀					
誁					
誂	𠻩𧨙		𫍥		
誄	䛶	诔		𧧈	
誅		诛			
誆		诓			
誇	𧥢𧧭𧧳	夸			
誌			𰵧		
認		认			
誎					
誏					
誐					
誑	逛𧥶𧪴	诳			
誒		诶			
誓	䤱𣂯𣂶󵆁󰢸				
誔					
誕	唌訑𦋪𧥡󰮄	诞			
誖	𠐲𢨋𧪶𰒲				
誗			𰵭		
誘	㕗䛻𥤃𦎅𦎙	诱			
誙			𰵡		
誚	譙	诮			
誛					
語		语			
誠		诚			
誡	䛺𧪖	诫			
誢					
誣	誈𦥁𧨆𧨈𧩄	诬			
誤		误			
誥	𠬳𧧙𰴱	诰			
誦		诵			
誧			𰵩		
誨	𠲯	诲			
誩	𧮣				
説	𧧘	说			兑
誰		谁			
誱	𧫰				
課		课			
誴					
誵	訤				
誶	譢	谇			
誷	𧦘				
誸					
誹		诽			非
誺	䜉𧨇𧩴		𫍧		
誻	𧪟		𰵸		
誼	竩𧧼	谊			
誽			𰵵		
誾	𨶡		訚		
調	𩋙	调			稠
諀	𧨬				
諁			𰵷		
諂	𧬦	谄			
諃			𰵱		
諄	忳純𥚠𧭫𧭺	谆			
諅	𧥽𧬔				
諆	𧫠		𰵲		
談		谈			
諈	𧬡󰮍		𰵶		
諉		诿			
請		请			
諍	𠄙𠫩	诤			爭
諎	𧬢				
諏	𧩞𧩻	诹			
諑		诼			
諒		谅			
諓			𬣡		
諔			𰵴		
諕	譹𧩐𧫒𧬵		𬤀		
論	侖𠐜𧪺	论			
諗		谂			
諘					
諚					
諛	䛕	谀			
諜	𧨯𧩜	谍			
諝	㥠𢝒𧩑𧫐	谞			
諞	𧫲	谝			
諟	惿		𬤊		
諠	𧩇		𬤎		
諢	顐𧮘	诨			
諣	𧬭				
諤	讍𣤲	谔			
諥					
諦	諟𧫚	谛			
諧	龤	谐			
諨					
諪					
諫	𧧅󰳧	谏			
諭		谕			
諯					
諰	𧪳		𫍰	𦖷	
諱		讳			
諲	㖶		𬤇		
諳	𧩸𧫧	谙			
諴	𧭶		𫍯		
諵					
諶		谌			
諷	𠙄𧩠	讽			風
諸	𢒕𣦁𧭷	诸			
諹			𰵌		
諺	𠷗𧧑	谚			
諻	𧫍				
諼		谖			
諽	愅				
諾		诺			
諿					
謀	㖼𠰔𢘓𢜯𧦥	谋			
謁		谒			
謂	𧬴	谓			
謄		誊			
謅	㗙訬諏𧧠𧩖	诌			
謆			𫍸		
謇	㔓𠹟𡄓𡅶𧪤𧬯𧮈𧮎		𬤯𰶋	𠚲	
謈	𡅜𧬉𧭤				
謉	𧪵𧫏				
謊		谎			
謋	懗諕𧩐		𰵼		
謍	巆		𰴯		
謎	詸󰘇	谜		䛧	
謏			𫍲		
謐	䛑𧨨	谧			
謑	䜁𠿇𧨞𧫟		𰵾		
謒					
謓	㥲				
謔	嚯𧫪	谑			
謕				𧪥	
謖		谡			
謗	𧩂	谤			
謘	䜄		𰶈		
謙	𥡝𧫨	谦			嗛
謚	諡𧨦	谥		𧫺	
講	𧪸	讲			
謜			𰵺		
謝	㓔𧬄	谢			
謞			𰵿		
謟			𰵽		
謡	䚺䚻𧦗	谣			
