正字	異体字	附録字
屈	𡕜𰍾𡲒𡲗𡲶𡲬𡳘𣮈󴲇󴲢󿬪󿬫󿬮󴳱󿬬󴴃	
屉	𣙝󿭃󴳗󴴝	
屋	𡲃𦤼𦤿󿬶󿬷	
屌		
屍	尸󴲽	
屎	宩𡱁𡲑𡲖𡲔𥺶𥻐𮏗𦳊󰜊󰜌󴳟󴳳󿬲	󴳔󴴂
屏	𡲄屛幈󿬳󿬴󿬵	
屐	𡰸𡰵𰍸𭕞󴲷󴳬	
屑	㞕󰜋󿬹	󴴁
屒	􄈶	
屔	𡎿𢇀𡲌泥𥩥󴲾􂭷󴳪	
展	㞡󱝒󿭀󱝰󿬼󴲬󿬽󿭁󴳓󴳚󿬻󿬿󿬾	
屖	𡥷	
屘		
屙	𡱻㢐	
屚		􄈷
屜	屉屟󿭃	
屝	󴳯	
屠	屠	
屢	𡜸屡󴾯󴳂󴳢󿭏󿭌󴴀󿭇󴴖󴴥󿭒󿭑󿭎󿭉󴵀󿭅󿭄󿭋󿭆󿭈󿭕󿭐󿭔	
屣	𭕫㞞󴴆􂭸􂭺󴴺􂭹󴵝	
層	层󸘳󿭖	
履	㞛𡲟𡳐𢔃𱽅𨂠𲊷𩕎󿭝󴴵󴴱󴴭󴴫󿭦󿭞󿭧󴵊󿭤󴵐󿭗󿭚󿭨󴵓󴵞󴅡󴵠󿭙󿭘󴵳󿭜󴵩󿭛󴵸󿭟	󴴼
屧	屜屟𡲕𡳙𧀢󴳗􂭽􂭼󴴢󴴝􂭿􂭾󴴽􂭻󴴾󴵋	󴴙
屨	屦􂮁􂮀󵊈	󴴻
屩	𭕷屫鞒𩌡鞽󴴣􂮂	
屪	𡳇	
屬	𡱆𡲇属𭕭󿮈󿮇󿮄󴳖󴳹󿭶󿭽󿭼󿭸󿭵󿮉󿭮󿭬󿭰󿮂󴴪󿭾󿭳󿮃󿭺󿮅󿮀󿭲󴵗󿭴󿭭󿭱󿭪󴵭󿭩󿭷󿭯󿭿󿮁󴵼󿭫󵊇󿭻󿭹	
屭	𠫍屃屓𡳻	
屮	䶹	
屯	󿮊󰑪	󰏣
屰		
山	𠙸𡶸󱊖󿮍󲖪󿮏󿮎󿮐󿮌	
屳		
屴	𡴽	
屵		
屸		
屹	𡵊𡵋𪨦𤣮阣𨸛󿮓󿮒	
屺	𡵆㞯𡵒	
屻		
屼	𡵐𡵉	󳬶
屾		
岄	𦘹	
岆		
岇		
岈	㗿谺𧯋𧯓􂮃􂮄	
岉		
岊	𡴺𡴱𡴹𡴼𡵒𡸎𡷦𡷦󲗝􂮆	
岋	󿮝	
岌	󿮞󿮝󿵷	
岍	岍	𨸦
岎		
岏		
岐	𡵨㞿𪨵㟚𨙸󿮔󺦈󿮘󿮕󿮖󳯣󰲏	𡹉
岑	埁𡻿󿮛󿮙󳭙󿮜	
岒		
岓	𡵱	
岔		
岕		
岜		
岝	岞	
岟		
岠		
岡	𠆼㓻堽𡶩𡷇𡶬𦊤㟠崗𡹤𰎮㟵𫝍𰃪𱯒冈罡𨹽󵂁􂫐󿮥󿮦󳮁󿮧󿮠󳮾󳰄󳯿󳯾󿮢󳰀󶻫󸦳􃧨󰚚󰚙󳱍󳲍􃧧󻚫󿮡	󱧈
岢	㞹	
岣	𡵺	
岤		
岥		
岦		
岧	岹󳭥􂮇	
岨	砠𥕅𥥐𪂓	
岩		
岪	𡶒	
岫	𥥉䜬	
岬	𥑐	󻙗
岭	岺𡿡	𡽹
岮		
岯	坯𡶌𠃂	
岰		
岱	𰁶倵󱩮󳮆󳹼󻙣	
岲	𡶢	
岳	𡵽𬜡𡵹𡶳𱷱󶗓󱘮󻙛	
岵	𠰛	
岶	𣶎	
岷	㞶㞴𡹋崏𡸧㟭㟩𭤉𡼐𣊽渂󳭝󿮟󳰨􃧥󰚕􃧦	
岸	垾堓屽𡵱㟁𫶂󺬱󿮫󲰲󳬯󳬰󳭒󿉟󳮕󳮭	
岻	𡵮󰚍	
峁		
峆		
峇	𡸡	
峈		
峉	𡾆	𡿃
峊		
峋		
峌		
峍	𡷏	
峎		
峏		
峐	􂮈	
峑	󿮜	
峒	峝	
峓		
峔	𡶰	
峖	𫵻	
峗	峞	
峘	𡴿𡵎𡷆𡷗󳬞􂮉	󳭳
峙	崻󳰰	
峚		
峛	峢峲	
峜		
峞	􂮊	
峟		
峨	𠩙峩𡻍𡽥󿮷􃧪	
峪	硲	
峫	󳭹	
峬		
峭	𭖶𡹺𰎰陗𱀓	
峮	㟒	󳯁
峰	𡵞𡶶𡷅峯󿮽󳮌󳯖󿮻󷩅󳮗󳯚󿮺󳰘󿮼󳱦󻙷󿮸󴬋	
峱	𡸆嶩𡾂巎𡿟󵭩􂮐􂮏􂮌􃬑􂮍􂮎	󾈺󾉁
峲		
峳	𩥘	
峴	岘	
島	岛嶋嶌㠀嶹隝隯􃧫󻙳󲜷󲜶	
峷		
峸	𡷫	
峹	𡷣	
峺		
峻	埈𡋴𡍵𡺲𰎯𡻴𡼕𡿀𱀕陖𱀖𨺮𨻅󿮯󺢴󳮜󿮳󳮟󿮲󳯐󳯇󳯃󳰅󳰫󳰔󳱱󳱰󿮴󳱴󳱜󳱬󳲦󰚛􃧩󿮵	
峼	㞻	
峽	峡硤	
峾		
峿	𡷤𡷤􂮋	
崀		
崁		
崆	𡹝	
崇	崈󳗩󸶣󿯀󳯙󿯄󳰣󳱩󿯂󼝽󿮿	
崉		
崊		
崋	𡺛𪩓𡼀𡼙華􂮒􂮓󸢤􃬕􃬖󵥲	
崌	𭖱	
崍	崃㟈	
崎	﨑嵜𡼋􃧬󳳠󶋽	
崏	󿮟	
崑	崐𭖵󳮹󳯺󳱈󳲋󻚄󻚪	
崒	𡸝崪󳬺	
崔	𡹐嵟󿯐	
崖	厓𡸌崕󿯈󿯉󳭴󿯇󿯊􃧭	
崗	岗𡹏􂮗􂮘􂮖	󳴮󳵈
崙	崘	
崚	𡹃𰎴𡻴𡺿𪌨􂮔󰱶	
崛	𡶏崫𡽈	
崜		
崝	󳯝	
崞	𡾘䧐𱀟􃬒􃬔󳵷􃬓􂮑	
崟	㕂㖗𡷧崯碒󰚓	
崠		
崡		
崢	峥崝𡸵󿯋	󳮔
崣	𡹜	
崤	𡵔𰎪㠙󶗒󳯦􂮕󳰑􃬗	
崥		
崦	𡹛𡹮嶖󳱅	
崧		
崨	𡹈󰚠	
崩	𡷌𭖚𡹔𡶤𱀙𨹹𲉔𨻱󿯌󳭨󿯎󿯍󳲘	𡹌
崬	岽	
崮	崓	
崰	𡸟󰚗	
崱	𡺢	
崲		
崳	󶗐	
崴	𠋘㟪	
崵	𡼍􂮙􃬜􃬞􃬝	
崶		
崷	𡷾𡺚	
崸		
崹		
崺		
崼		
崽		
崾	岆	
崿	㞻㟧𰎵𡼑㠋𡼰𰎽𡾙􃬚􃬛󳲈󰚢󳲷	󳲐
嵀		
嵁	􃬙󰚜󰚡	
嵂	􃬢	
嵃	嵃􃬘	
嵄		
嵅		
嵇	𥞇𭖽嵆󳰇󼴎􂮛	
嵈		
嵉	􄉏	
嵊	𡹴􂂣􃬧	
嵋	𡼴󳰧󺄝	
嵌	㟛㠌篏󰚔	
嵍	𡻒𡺱𥓺󽋾􄉗􄉘	
嵎		
嵐	㞩岚󳮐	
嵑	􂮚􃬟	
嵒	喦嵓碞	
嵕	嵏𡽀􃬡􃬠	
嵖		
嵙		
嵛		
嵞	峹𡽚	
嵟	𡷜崔𡺾􄉠	
嵡		
嵢		
嵣	􃬞	
嵤		
嵥		
嵦		
嵧	􄉟	
嵨		
嵩	崧􀓌󹭑󱽻	
嵪	􄉙	
嵫	嵫󳲞	
嵬	峞𡸖㟴󳮵􂮞􃬫􃬩􃬪􃬬􂜢	
嵭		
嵯	𠪉嵳𡽓𡾑𰎿􂮝􂮜􃬤􃬥􃬣	
嵰		
嵱		
嵲	𡶫𡸣𡺼嶭𡾦􃬨	
嵴	𡹒	
嵷	𡵷𡵝嵸􃬹􃬺	
嵹		
嵺	𡻪嶛嶚𡽟􃬴􃬳󶮃	
嵻	𡻚	
嵼	嵼	
嵽	崹􃬯􃬲􃬱􃬰	
嵾	㟥㠁𡼶󳳓	
嵿		
嶀	𡹻􂮟􃬮	
嶁	嵝㟺􃬸􃬵􃬶􃬷	
嶂	􃬭	
嶄	崭嶃㟻	𡽻
嶅	㠂㟼􄉩􄉪􄉫󰚤	
嶆	󳱾	
嶇	岖岴𡶦䧢􃧯􃧮	
嶈	􃬻	
嶉		
嶊		
嶍	㠄	
嶏	􄉰	
嶐	􄉱	
嶑	󺫹	
嶒	𡼳𡿘􃬾󳳋􃬽󳳌􃬿􂮠􂮡	
嶓	􃭂	
嶔	嵚𡼲𡼽䃢􃭊	
嶕	嶣	
嶗	崂	
嶘	􄉲	
嶙	𡼵𡽤	
嶚	嵺𡻪嶛􃭈	
嶜	𡼫󳳖󰚣􃭇	
嶝		
嶞	𡺆𡽃􂮤􃭉󲜢	
嶟	􃬼	
嶠	峤㠐󰚞􃭅􃭄􃭃􃭆	
嶡	󳳡	
嶢	峣嶤􂮣􂮢􃭀􃭁	
嶦		
嶧	峄􃭎􂂢	
嶨	㙾峃礐􃭓󰱷􃭔	
嶩	􃭍􃭌	
嶪	嶫􃭒	
嶬	㠖	
嶭	𡾦𡺰𡾲󳲥󳴍􃭕󷛗	
嶮	𡽗󳴗	
嶯		
嶰	􃭏􃭑􃭐	
嶱	􃭋	
嶲	𡾧巂󰔉	
嶴	㠗	
嶵	㠑	
嶷	𡷪㠜􃭜􃭘􃭗􃭚􃭛󳳥󳳯󳴉􃭙󳵂󳴩	
嶸	𡵓峵嵘嵤巆􃭖	
嶺	岭阾􃧳􃧲􃧰􃧱󳵩	𡽹
嶼	屿㠘𡽬	
嶽	𡴳𡵽𡶓岳𡶳𡷒𡽺󳰗󳴝󳴜󳴼󳴻􃧴󿯑	
嶾	𡽸𡾯􄉼󰱸	
巀	𡽱嶻􃭝	𡾺
巁	𡽇𡿋􄉿􄊀	
巂	嶲𡻎雟󳘑􃯂	
巃	𡶹巄𡾩􃭞󳶗	
巆	􃭟	
巇	𰎻𡾞𡾟隵󰚥􃭡􃭣󰩰􃭠􃭢	
巈		
巉	𡷭𡸊嶃嶄𡽡𡿣􃭥󳱥􃭧󳴹􃭤􃭦􂮥	󳳊󳶂
巊		
巋	𡿢􂮦􃭪􃭨􃭩	
巍	𡿆𡿁󳮵􃧶􃧵󳵡󰦖󿯒󿯓	
巏	𡺹󳳚	
巐	􄊇􄊈	
巑	㠝􃭫	
巒	峦󳴞	
巔	嵮嵮𡻗巅巓󶮩􃧺􃧼􃧹􃧽􃧸􃧻󹅆􃧷󿯖󿯗󿯔󿯕	
巖	岩嵓嵒巌巗礹􃨀󳴇󳴭󳵔􃧿􃨂󿈦󿯚􃧾􃨁󿯛󿯝󳵽󿯘󿯟󿯙󿯠󿯜󿯞󳶖󿯡	
巘	𪩘巚􃭬󳵀􂮧􂮨􂮩	
巙	􄊏􄊎	
巚	󳵰􄊋􄊍􄊌	
巛		
巜	􄊓	
川	巛󵺿	
州	𠃕𠂗𠄓𠚴刕𠛏𢏝𣧓󿯧󿯢󱒋󴃂󿯣󱠶󿯦󿯤󱘍󿯨	
巟	㐬𠯚𡿬㠩𡿫𡿰𡿴𣺬󰙮􂮫􂮪	
巠	坙𡿱𢀖󰔬􄊕􄊔	
巡	巡𡿽廵𨑾􁿔􁿕󿌷󿍘󿑞	
巢	巣巢𤔥𰯹󳗮󺼼󱖿󿯪󿯭󿯫	𢀌
工	𠜝㠪𢀚㣉𢒄󿯮󾻙	
左	𠂇㔫䶹𢀡󿯱󿯰󿯲􃨃	
巧	㤍𢩨󱗽󱈢󺨍󲭵󸐼	
巨	𠫕㠪𢀑𢀓󸊔󲭥	
巫	𭘆𠮎𡉊𡷯𢀣𢍦𢍮󿯳󳯭󳯮󱅌	󾾯󿯴
差	𢀠𢀩𭅒荖󵡅󲭳󲭾󿯶󽤒󿯵󿯷	
巰	巯	
己	𢀒󰔤󿯸	
已		
巳		
巴	𢀳	
巷	㟟𮎨衖𢕵𨙵䢽䣈𨛜𰻰䣏𲆘𨜕𨞔𨞠𲆡閧鬨󳰴󿯽󲘥	
巸	戺𣢮𦣤􄊚􄊛􄊙􄊜󴎹	
巹	卺𢀿𨚡􃭭󲘨󺓂󴶷󴷀	
巽	巺𢁉巽𢁅𢁌𢌴𢍳㢲顨󿯿󴶵󿰁󿰂󴷅󿯾󿰃	󱸌
巾	䘜	
巿	􂮬󰓔	
市	𡴄󿰄󿰅	
布	𢁙𫷁㱛󿰆󳶠󿰇󳶫	
帄		
帆	㠶忛𤖫䑺𩗋颿󿰈	
帇	𦘒	
帉	𢁥	
帊	袙	
希	𠬯𠬹𢁙𭤔㠻𢂞󳶦󲆫󲧩󿰉󳶫󿰊󳶽󳶻	𰇅󰘺󳶥
帍		
帎		
帑	伖	
帓		
帔		
帕	帞絈絔	
帖		
帗	𢁵􂮭󸊡􂮮	
帘		
帙	𢁪𢂮怢袟􂮯󳷆	
帚	𱷼箒菷𦲅󶮑	
帛	󺥛󳶸	󼹂
帝	𠫦𢂇󿰑󿰐󿰏󲆾󲩽󽀵󱋚󿰍󲈲󿰋󿰌󲊳󿰎	𠫜󿰒󿰓
帟	􂮰	
帠	􂮱	
帡	帲	
帢	𠕣𱜤𢂿㡊𢃫𧚧𩉉	
帣		
帤		
帥	帅𨸲󲘮󰚩󿰔󿰕󳷐	
帨	帨󰚪	
帩		
帪	􄊧􄊦	
師	𠦵𠵀师𢂖𢃋𱀃𨸲𩇱󿰡󳶧󿰝󳛳󿰢󿰔󿰟󿰠󿰣󽐂󿰞󱔽󳷦󳷵󲘶	
席	𠩌𠩛𭙺廗𥔆𱸩󿰜󿰛󴈀󿰖󿰘󴈿󴊅󴉣󿰗󿰚󿰙󼿋	
帳	帐󶄻	
帴	􂮲	
帵	􄊪	
帶	𡻺带𢃄𢂸帯𭘧𢄔㿃𨗼󳶩󿰭󿰪󿰨󿰦󰚭󳷥󳷎󳷮󿰩󿰮󿰧󳸅󱽸󿰬	
帷	𠥎𠥛	
常	㦂󿰥󿰤󳷴	
帹		
帺	𢃛𧚈褀	
帽	冃㡌帽𧛕󿰯	
帾		
帿	𢃨􄊳󳷷􄊲	
幀	帧幁㡠㡧𢹑𥨰𱷚󿉺󿰳󿰱󿰲	𢂰
幁		
幃	𠥎帏𭘮愇褘	󳸁
幄	𢄰楃𧛐󰾕	
幅	愊䋹	
幆	􄊱	
幊		
幋	褩	
幌		
幍	􄊹	
幎	幂𢁽𢃮􂮳􂮴󳸋	
幏		
幐	𦞊𦩫􅥄	
幒	𢃓𢃧𢃪𢃭衳䘴䙂𧛤𧜢􄊾	
幓	㡎	
幔	㡢㡢󿰹	
幕	幙󱶯󿰷󳇉󿰶	
幖	𢅚	󳸎
幗	帼簂󶄧	
幘	帻𢅙	
幙	􂮵	
幛		
幜		
幝	􂮶	
幟	帜𢂴旘𣄞	
幠	𢅿􂮷	
幡	𢟷󰿬	
幢	𣄛𣄢󿰺	
幣	币𢄞幤𧝬𧸁󳷯󳸏󿰴󰱺	
幦	𢅓簚𧜀󱁋󽈖󽈩	
幧	㡑幓	
幨	𢃔𢅐裧󳸕󳸣	
幩	幩	
幪	𢄐󳸰	
幫	帮幇幚㿶縍䩷󳷅󳓟	
幬	帱𢃖𢄛𢅂𢅱􂮸	󳹃
幭	𢅓𢅵簚􂮹󳸹	
幮	㡡𢅥􄋉	
幯	擳􄋅􄋆	
幰	􂮺󰚱􂮻	
幱	𢆄􄋌􄋍	
干		
平	𠀒𠀭𤔁󿰼󿰻󿰾󿰿󶜮󿱀􃨄󻴾	󱇦󻴲
年	𠡦𠦅𠦚𠫺𠬋䄭秊𰨝𦼌󿱇󱓗󿱈󲡏󱔎󿱏󿱑󿱐󿱎󱇸󱈫󿱂󱒳󱒲󿱉󿱄󲭎󿱅󿱆󿱌󱓕󿱃󿱊󿱋󳙲󿱍	
幵	开𢆛􂮼􂮽􂮾	
并	𰏤幷𢆙󿱁󰷹	
幸	𠂷𡴘𠦡𢆎𦍒羍󾿕󿱒󿱓󿱔	
幹	𠧄干龫䯎𩩃󿱕󿱙󶞕󿱖󱜇󳕯󽧫󿱘󿀥󿱗󲌡󻉵󽷕	󱜜󲨒
幺		
幻	𠄔㕕𢆱𣥌󱗣󿱚	
幼	㓜𠣎𢆱𢆲𢈗糿糼󲠡󿱛󲠰󿱜󸥽󲠱	
幽	𱐍𠫬𢆶𤄘󵑝󵑞󷱫󲩳󲖵󳬹󳭻󳳾􃨅󿱝󳰙	
幾	𭙌几𢆻𢆼𨗂󿱨󿱦󿱢󿱠󿱡󾿪󿱧󺼔󿱩󿱟󺼤󿱥󿱤󿱣	
广		
庀	𠨬䚰䚹	
庁	𥑈	
庂		
庄		
庇		
庈		
庉	𢇠	
床	牀𤘬𤴷㾁󴇗󻄒󶷷󻄜󿱬	
庋	𢇮庪㨳	
庌		
庍	𢇩	
庎	𬂣楐	
序	𭙒𤵈䦽𨹘󴇎󴇦󴇙󴇚󴇠󴇮󿱪󿱫	
底	厎𢇝𢇨㡳𢇹󿱷󿱴󴇞󿱳󿱵󿱶	󰕒󴇫
庖	󿱹󸸧󴇡	
店	痁	
庘	𤵭𭼶󰛓	
庚	𠩖𰏳𢈏𧟴󱉴󿱮󱊮󲯚󿱲󿱯󴇐󴇑󴇥󿱱󴇭󿱰󴇶󴇲󴇯󴇵󴇱󿱭	𢈰
庛	𢉪𢊳􂮿	
府	𢇯㾈󲆱󲇎󴇊󴇺	
庠	󿱺	
庡	㕈	
庢	厔	
庣	𠩓󴈇	
庤	𤲔𤲵	
庥	󶡎	
度	𡧪㡯𢜬𤸿󿱿󿲄󿲃󴇢󴇖󴇩󴈌󴈊󿱽󴈾󴈼󿱻󸥅󿲀󿱾󿲂󿲁󼻳	
座	𢉰𫝶󿲊󴈭󿲋	
庨	󴈞	𨴹
庩		
庪	󶗔󴉀	
庫	库󴇂󿲅	󴉶
庬		
庭	𨓀𲅞𨓍𲅝𮞔󲆯󲇴󲈤󺕓󴈠󷔚󿲇	
庮	𠩚𢈬𢈞􂯀􂯁	
庯	􄋠	
庰	庰	
庱	􂯂	
庲	𫷬􂯃	
庳	𡲎庳𢈷	
庴		
庵	广𢊊菴蓭󿲧	
庶	𠦜𠩽𠪌𠪛𰆨𠪤𠪜𢈎庶𢉙庻𤈲󿲝󰖙󰖛󴇑󴈡󴈋󴈻󴈼󴉙󿲦󿲥󴉤󿲣󿲡󿲢󿲤	
康	𠭳𱥽𥹺𢊪𩂮𱹜󿲍󿲌󿲎󴈂󴈤󴉁󴉌󴉺󴊭󴊽	󴈥
庸	𠆌𠭻𱰢𦤘𧆿󿲖󿲙󿲐󲌣󿲗󿲕󿲑󿲓󺃑󵊚󴊥󽑚󿲚󲌥󿲘󿲒󼪌󶬞󲌤󶝧	
庹		
庾	㔱𢈔𤶉󴇶󴇵󿲨󿲩	
廁	厕厠𰣷𨕟󿲪	
廂	厢	
廄	𠤙厩廐廏𢋁𣉑󰘞􂯈􂯇􂯅󸘵􂯋􂯉􂯊󺹠􂯄󴌌􂯆	
廅	㕎󴈑󰛉󰛏	
廆	􂯍	
廇	𢊺󰛎􂯑󰛑	􂯒
廈	厦𢇗𢌂𢌉𤹉󴴅󿲶󴎃	
廉	亷𤎉𠪊𢈬𢉧㢘𢋯槏󴈐󿲱󿲰󴋌󴋋󿲴󿲲󿲯󿲮󿲬󿲫	
廊	廊㾿	
廋	廀􂯎􂯐􂯏	
廌	𢊁𤙪𤞝𧣾􃭮􂯌	
廎	庼𢊼䯧󲋉󲋊􂯘	
廑	厪㢙𢋓􂯕􂯔􂯖􂯓	
廒	厫𠪭廒􄋩	
廓	𢋽󿲸󴉈󿲺󴊡󿲹󺬕󿲽󴍇󿲷󿲼󿲻󴎁󿲾󼾽	
廔	𫷹􄋬	
廕	𱝍􂯚􂯙󰛍	
廖	󰛄󿲿󿳁􃨆󿳀	
廗	𭙺􂯗	
廘	󴋈	
廙	𢇙􂯛	
廚	厨㕏㕑𢊍	
廛	厘𠪨㕓𫮈𡏂㙻壥㢆𢋨䣑鄽𨷅􂯝󰖜󴌬􂯞􂯜	
廜	𢉜	
廝	㒋厮𤺊󿳌	
廞	𢉄𤺰	
廟	庙庴𢉱庿𤸠𰤂󿳈󱞠󿳋󿳉󿳆󿳇󿳊	
廠	厂𫨋厰	
廡	𢇜庄庑𢋑𢋰𢌋􂯟􂯣􂯤􂯠􂯡􂯢󼿗	󴋣􂯥
廢	废廃󶈆󿳄󿳃󺷑󴋨󿳂󴌟󿳅	
廣	广広󱞖󿳎󿳑󴉻󴊊󿳍󴊌󴋓󿳒󰙭󿳐󴋳󿳏󴊵󴍿󿳓	
廥	􂯯	
廦	􀵧	
廧	𢊂𢊉𰐃𢋢𢋾󰛉	
廨	𪠘􂯭􂯬􂯮	
廩	㐭𢈺𢊸廪𪪨𥠌󱂥󴉂󶗕󴋬󹚼󴌓󺲐􂯫󹕃􂯧󴍭􂯩􂯪󱾠􂯨􂯦	𢊣
廬	𡳬庐𱱲󿳣󿳟󿳠󿳛󿳢󿳥󶇞󴍟󿳜󿳡󿳤󿳚􃨇󿳞󳑑	
廮	癭􂯰󴍂󴍒	
廯		
廱	㢕𢋘􂯲􂯱	
廲	𢌒􄌀󴍲􄌁	
廳	厅厛㕔庁庍廰𤘖󿳩󿳧󿳦󿳨󽀚󿳪	
廴		
廵		
延	𭚓𰀵𰺴𮞅𨒌𲅕𨒂󲬝󲬤󿍁󿳮󴩹	
廷	𨑲𲅔𱍓󴄱󺥿󷭩󸤖󿳭󿳫󴩸	
建	㨴𰭼䢖𰻌󿍩󶯫󴫀󿳱	
廾	𠬞廾𢪒㫒	
廿	卄廾󶴶	
弁	𡭪㝸𢍍𢍘𢍙𥿋􃨈󾾤󿳲	󾾣
异	􂯴󶷒􂯳	
弄	卡𠧗𠱚㺯𢌮𰐇拤挊挵𰡶󱗾󿳴󱒡󾽍󿳵󼜑󺌖󳹣󲼅󿃀󼜔󱘒	𡱯
弅		
弆	去	
弇	𢍔𥤴𥦍𥦦󾿡󱻹􂯵	
弈	𢌸𢌾𱪶󲠦󲈣󿳻󿳺󿳶󾾚󲈃󾾞󿳷󲡰󿳹	
弊	𡚁㢢獘𧷍󸯰󿳼󾾫󿳽󾾳󽿘	
弋	𢍺	
式	󿳿󲭧󿳾󳖥󱈥󶛢󿴀󺥸	𰐐󿴁
弒	𢎊𢎍弑𭚤𢎓𢦳𢨓󿴂󿴃󰼉󿴆󿴄󻖪󿴅󰞴	󻕱󿴇
弓		
弔	吊𢎨𢎣𢎱󿴌󳶜󿴋󿴉󿴈󿴊	
引	𢎤𢎢𢏂㧈𢪉󿴏󸳤󿴐󴷕󿴍󿴎	
弖		
弗	𱭸󿴒󿴕󿴔󿴘󿴗󰶤󴷸󴷷󿴓󴸫	
弘	𢎞𢎪𪪺𭤩𣧀󿴑󴷞	
弙	㢪𢎰	
弚		
弛	㢮𢏯𢐋𢐏󴷫󿓺	
弜		
弝		
弞	吲哂𣢁𣢀㰨󼀭	
弟	𠂖戋𢦢𰰣󿴞󻦓󿴝󱳤󱴜􃨉󰕖󲆝󳁪󿴚󱴌	
弡	𢏷	
弢	𡸅𢎼㢭弢𭚱𩎢􂯷	
弣		
弤	𢎸𢏁	
弦	𢎺㢺𢏸𢐁𢐐𣃡𥾏󰽞󴹀	
弧	𥏩󿴠󴷟󴷩󿴡󴷽󿴟󴸊	
弨	𢐕󴷮􂯶	
弩		
弫	𢏈􄌇	
弬	󴷳􄌈	
弭	𢏱󴷦󿴢󿴤󿴣󴹙	𭤶󿴥
弮		
弰		
弱	𭋘𢐅󿴧󴸭󴸲󿴦	
弲	󴸄	
弳		
弴	㢯𢐻󴸔􄌉	
張	弡张󿴩󿴪󿴬󿴨󿴫	
弶	𰐞摾𣚦	
強	𢏟强彊𧖑󿴰󿴮󿴭󷗌󿴯	
弸		
弼	𠡂𠨒𢏇㢶㢸𢏺𢐀𢐈弻𢐝𢐡𢐤𢘍𢻺𢼥󶙱󴸘󴸫󿴲󴸨󺌕󴸥󴸵󳿪󴸹󿴱󴹂󹚲󴀵󻯴	
弿		
彀	𠥚𢐙󺀴􂯹󴹁􂯸	
彃	􂯺	
彄		
彆	别𡙼㢼𢏨𥏟󿴳󿴴󴸕󴹉󿓻	
彇	𢑁􄌕󶓄	
彈	𢎛𢎚𢎝𢎫𢎲弹弾󿴵󿴸󿴷󴸿󿴹󿴶	
彉	彍	
彊	𭛌􂯻	
彋	㢬􂯼􂯽	
彌	弥𢏏𭚫𢐳𢐶𢑀𢑃㣆󿵂󿵃󿵈󿵀󱴺󶵰󴷪󿵉󿵊󿵄󴷼󴷿󴸜󿵋󿴽󿵇󿴾󿴺󿵆󴹙󿴻󿴼󿴿󿵁󿵅	
彎	弯󹚱	
彏		
彐	彑󰙄	
彔	录􂯾􂰁󽪩􂰀􂯿	
彖	𧰲󰋈	
彗	𥱎篲𥶙󴯢󿵌󵊖	
彘	𢑣𥏉𠅰􂰅􂰂􂰃󶛖􂰆􂰇􂰄󲋹󴆵	󲈬󲓚󲮇
彙	𢑤彚𢑭𢑷𣉰汇𦴗󴰷󷙫󴰼󴱣	
彞	𢁔𢇏𢍵𢑱彛𢑴彝𦇚𱹾𢑲𦆩𱺋𱺌𦇚𧤋󲉹󿵔󿵓󳔋󿵦󴱞󿵘󿵧󴰦󴰲󿵟󿵞󴰾󴰽󴱈󿵡󷗓󴱇󿵩󺻩󿵤􃨊󿵪󴱝󻷨󿵖󿵨󺻱󿵝󴱩󿵕󿵛󿵙󿵚	
彠	矱󵎰􄌪􄌫􄌭􄌬	
彡		
形	𠀦𢒈形󿵮	
彤	蚒󿵬󿵫󿵭	
彥	𢒊彦𰩡󿵯󲇜󲇛󲃓󲭼󶩩󲈀	
彧	𢒖𢒰戫󼘀	
彩	𥝞彩𣁝󳋕	
彪	𠿖𢒜􁦧󴑧󽒳􁦨􁦩󽒶󱍪󾓪	
彫	㓮彫雕󿵳󿵲󼏽	
彬	份𢒹斌	
彭	󳿹	
彮		
彯	𢒵	
彰	󿵴󿵵	
影	𢒬景󻲙󳿝󿵸󿵹󻥃󿵶󿵺󻦋󿵻	󳿳
彳		
彴	仢	
彵		
彶	𠫳	
彷		
彸		
役	伇𬽹𠈧𠈿𠎓󿵼󱨝󱨛󿵽󱩿󿵾󿵿󿶀󳺜	
彺	仼	
彼	佊󿶊󿶋󿶉	
彽		
彾		
彿		
往	住徃徍𢓸𢔎𧗧迬𨓏𨓹󿶅󿶃󿶂󰚶󿶄󿶆󿶁󶰠	
征	佂𢌛徰泟𨒌󿶇󱧼󿶈	
徂	伹𡲡𨒚䢐𨖆􂰈󿍈􂰉	
待	𥩳󱨺󿶌	
徆		
徇	伨侚𢓈𢔐𢕊狥迧󿶐󿶓󿶒	
很	𢓼	
徉		
徊	佪󵲴󿶍	
律	侓󱪡󿶎󿶏	
後	后𢔏𨒥󱩥󿶘󿶜󳹺󿶙󿶗󿶕󿶔󳺄󿶝󳺥󳻋󳻵󶰬󿶚󿶛	
徍		
徎		
徐	俆𨑦󱩏󸉉󿶭	
徑	俓径𮱻𢔉𨒬逕𲅜󱨪󱨹󱪉󱪹󱪺󿶪󵳅󿶩	
徒	𬾉𠫠𣥲𢓂𧺑𧺔𨑒𨑡󿶞󿶢󿶡󱨱󱩷󿶟󱫧󱬓󲄏󿶥󶦩󱩒󿶤󿶠󰚷󿶣󵾘󿶦	𠫮𢔗󶛥
徖		
